"taxonobservation_id","observation_type","scrubbed_family","scrubbed_species_binomial","latitude","longitude","elevation_m","country","state_province","county","locality_description","plot_name","is_new_world","is_geovalid","event_date","date_collected","plot_sampling_protocol","identified_by","datasource","datasource_id","dataset","dataowner","custodial_institution_codes","collection_code","collector","collection_number","is_cultivated","nsr_native_status","nsr_is_introduced",
"23386235","specimen","Bignoniaceae","Chilopsis linearis","25.0199999999999996","-100.060000000000002","850","Mexico","Nuevo León","","Cañon Los Metates, municipio de Rayones, crece sobre el lecho del rio; <Conabio: 100.06 25.02>","","1","1","","1990-08-07","","S. Zamudio","MO","281","MO","MO","MO","","Sergio Zamudio R. & A. Lux","6156","0","UNK","",
"31718595","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","1008","MNHN","MNHN","MNHN","p","","","","","",
"31781511","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","1008","MNHN","MNHN","MNHN","p","","","","","",
"32294597","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","1008","MNHN","MNHN","MNHN","p","","","","","",
"38446929","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Pima County","Bed of Rillito river; north of Tucson","","","","","1903-05-25","","","GBIF","397","ASU","ASU","ASU","ASUPlants","J. J. Thornber","","","","",
"38498176","specimen","Bignoniaceae","Chilopsis linearis","33.6120000000000019","-111.000299999999996","","United States","Arizona","Gila","Tonto National Monument;. .","","1","1","","2001-07-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","Patricia A. West","","","P","0",
"38590030","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Yavapai County","Clarkdale southeast Quad.; ca. 6k north of Clarkdale; 3.7k east of Packard Trail Tank; ENE of Sob Canyon; along Verde River","","","","","1995-06-11","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Marc A. Baker","","","","",
"38616411","specimen","Bignoniaceae","Chilopsis linearis","32.3452259999999967","-106.832380000000001","","United States","New Mexico","Dona Ana","Dona Ana County, New Mexico","","1","1","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"38688000","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","California","San Diego County","San Felipe","","1","","","1903-07-03","","","GBIF","1092","CAS","CAS","CAS","DS","LeRoy Abrams","","","P","0",
"38737666","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Maricopa County","Desert Botanical Garden, Phoenix. Grown in ASU geenhouse.","","","","","","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Zisner, C","","","","",
"38748042","specimen","Bignoniaceae","Chilopsis linearis","31.9995000000000012","-110.9512","","United States","Arizona","Santa Cruz","Nogales road, 17 mi from Tucson. .","","1","0","","1928-05-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","D.M.","","","P","0",
"38965751","specimen","Bignoniaceae","Chilopsis linearis","34.4166700000000034","-112.708330000000004","1927.5","United States","Arizona","Yavapai","Kirkland. .","","1","1","","1936-07-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","H.R. Benham","","","P","0",
"38966625","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Gila County","Sierra Ancha Wilderness Area in Tonto National Forest; north side of Bull Canyon","","","","","1993-05-01","","","GBIF","397","ASU","ASU","ASU","ASUPlants","G. J. Imdorf","","","","",
"39056902","specimen","Bignoniaceae","Chilopsis linearis","33.1811250000000015","-101.299846000000002","","United States","Texas","Garza","Garza County, Texas","","1","1","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"39096817","specimen","Bignoniaceae","Chilopsis linearis","33.9547999999999988","-112.241","","United States","Arizona","Yavapai","West of Lake Pleasant, 0.3 miles north of Agua Fria River crossing (just beyond Castle Hot Spring Junction)","","1","1","","","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Elinor Lehto","","","P","0",
"39130797","specimen","Bignoniaceae","Chilopsis linearis","","","335.279999999999973","United States","California","San Bernardino County","Road to Goffs, 11.3 miles northwest of Needles","","1","","","1939-05-10","","","GBIF","1092","CAS","CAS","CAS","DS","Annie M. Alexander","","","P","0",
"39133586","specimen","Bignoniaceae","Chilopsis linearis","33.7279169999999979","-115.977296999999993","","United States","California","Riverside","Riverside County, California","","1","1","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"39151385","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Kansas","Comanche","Buttermilk, 6 mi S, 15.5 mi E","","","","","","","","GBIF","788","KU","KU","KU","KANU","R.E. Brooks","","","","",
"39165382","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Graham County","Van Valor Wash; west of Pinaleno Mountains","","","","","1968-10-19","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Elinor Lehto","","","","",
"39214219","specimen","Bignoniaceae","Chilopsis linearis","31.8668000000000013","-111.024900000000002","","United States","Arizona","Pima","Continental road. .","","1","1","","1928-05-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","N. Royhage","","","P","0",
"39216968","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Graham County","Bonita Creek","","","","","1977-05-26","","","GBIF","397","ASU","ASU","ASU","ASUPlants","W. L. Minckley & associates","","","","",
"39224117","specimen","Bignoniaceae","Chilopsis linearis","33.3566999999999965","-111.909000000000006","","United States","Arizona","Maricopa","4 miles south of Tempe","","1","1","","","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Currie, W.E.","","","P","0",
"39233915","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","Oklahoma","","Oklahoma","","1","","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"39240269","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Mohave County","Hualapai Mountains; along Hualapai Mountain Road; Rattlesnake Hill 7.5' Quad.","","","","","1986-08-10","","","GBIF","397","ASU","ASU","ASU","ASUPlants","T. F. Daniel","","","","",
"39247341","specimen","Bignoniaceae","Chilopsis linearis","33.9033999999999978","-111.483999999999995","1137","United States","Arizona","Maricopa","road block turn-out on FR 626, 3.9 mi. west of junction with SR 87","","1","1","","2004-06-23","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Kristina Waterbury","","","P","0",
"39299861","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","Arizona","Pima County","University of Arizona campus, South of Harvil building. Just North of East 2nd Stret. In the landscape, in the small round planter surrounded with concerete sidewalks, close to the road. With: Bougenvillea spinosa, Chilopsis linearis 'Art's Seedless', Par","","1","","","2009-11-01","","Janka Vanova","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","Janka Vanova","","1","P","0",
"39329329","specimen","Bignoniaceae","Chilopsis linearis","35.1634999999999991","-114.114099999999993","883","United States","Arizona","Mohave","Southern tip of Cerbat Range, ca. 5 mi SW of Kingman. Gravel wash, lava outcrop.","","1","1","","1939-05-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","R. Blondeau","","","P","0",
"39343069","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Maricopa County","Barry M. Goldwater Military Range (East Tac), Sauceda Wash","","","","","2003-01-19","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Richard S. Felger","","","","",
"39352520","specimen","Bignoniaceae","Chilopsis linearis","32.2999999999999972","-110.937780000000004","","United States","Arizona","Pima","Rillito, north of Tucson. Bed of river.","","1","1","","1903-05-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","J.J. Thornber","","","P","0",
"39739834","specimen","Bignoniaceae","Chilopsis linearis","32.3669444444510006","-114.261111111380004","","United States","Arizona","Mohave","Location: Near Littlefield, Arizona.","","1","0","","2000-04-05","","","GBIF","1207","UVSC","UVSC","UVSC","Herb","Donna M. Barnes","","","P","0",
"39750928","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","1393","E","E","E","E","","","","","",
"39812470","specimen","Bignoniaceae","Chilopsis linearis","32.4486100000000022","-99.7330500000000058","","United States","Texas","Taylor","Abilene, Taylor County","","1","1","","1948-08-13","","","GBIF","861","UConn","UConn","UConn","CONN","F.R. Fosberg","","","P","0",
"40078789","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Grant","Harlen Hall, WNMU, Silver City","","","","","2001-10-09","","","GBIF","1382","SNM","SNM","SNM","Herb","M.T. Hill","","","","",
"40327949","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Roosevelt","Melrose Air Force Range.E side of Krider Rd. 4 mi. S of military boundary.","","","","","1993-06-22","","","GBIF","1413","UNM","UNM","UNM","Herb","D.L. Bleakly and E. DeBruin","","","","",
"54708744","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","477","OKL","OKL","OKL","5280","","","","","",
"60016557","specimen","Bignoniaceae","Chilopsis linearis","28.7779999999999987","-101.204999999999998","","Mexico","Coahuila","Zaragoza","SAN RODRIGO","","1","1","","1995-09-09","","J.A. Villarreal O.","GBIF","772","IEB","IEB","IEB","IEB","M.A. Carranza","","","UNK","",
"60559114","specimen","Bignoniaceae","Chilopsis linearis","24.8599999999999994","-99.5679999999999978","","Mexico","Nuevo León","Linares","LINARES","","1","1","","1980-05-12","","B. L. Turner","GBIF","772","IEB","IEB","IEB","IEB","ND","","","UNK","",
"62895636","specimen","Bignoniaceae","Chilopsis linearis","34.6890280000000004","-112.050250000000005","1228","United States","Arizona","Yavapai","3 miles SE of Cottonwood, at the Quail Springs Ranch area.  Lower east slope of Mingus Mt.; habitat: General area, mixed Juniperus, Quercus, Prosopis, canotia woodland. Along dry washes.","","1","1","","2012-05-22","","","NY","104","NY","NY","NY","Herbarium","D. C. Thornburg","632","","P","0",
"64046094","specimen","Bignoniaceae","Chilopsis linearis","25.3329999999999984","-105.667000000000002","1800","Mexico","Durango","Tepehuanes","1 Km NW Tepehuanes, hacia la Sierra de la Candela ,área de la Fábrica de Empaques","","1","1","","1989-09-04","","F. Ramos M.","GBIF","839","UACHq","UACHq","UACHq","CHAP","A. Benítez P.","","","UNK","",
"68342486","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","1008","MNHN","MNHN","MNHN","p","","","","","",
"68590163","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","TX","VAL VERDE","5 MI. NW OF LANGTRY; habitat: ROADSIDE  US 90","","","","","1974-07-17","","","UNCC","973","UNCC","UNCC","UNCC","","MELLICHAMP, T.L.","2342","","","",
"72881811","specimen","Bignoniaceae","Chilopsis linearis","","","","Mexico","","","Cedros, N. Zacatecas (Arroyos).","","1","","","1908-06-01","","","MO","281","MO","MO","MO","","J.E. Kirkwood","s.n.","0","UNK","",
"78904814","specimen","Bignoniaceae","Chilopsis linearis","","","","United States of America","Utah","Washington Co.","Lower Sand Cove Reservoir","","","","","1960-06-10","","","NY","104","NY","NY","NY","Herbarium","A. H. Barnum","1049","","","",
"78654265","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Socorro","1.5 miles east of San Antonio.","","","","","1948-08-12","","J. Henrickson","GBIF","1413","UNM","UNM","UNM","Herb","D.B. Dunn and H. Lint","","","","",
"78628816","specimen","Bignoniaceae","Chilopsis linearis","31.649937529999999","-108.848169589999998","","United States","New Mexico","Hidalgo","Highway at Animas Creek, Animas Valley.","","1","1","","1975-06-18","","J. Henrickson","GBIF","1413","UNM","UNM","UNM","Herb","W.L. Wagner","","","P","0",
"74004455","specimen","Bignoniaceae","Chilopsis linearis","24.745000000000001","-99.811000000000007","","Mexico","Nuevo León","Linares","EBANITO EL","","1","1","","","","J.A. Villarreal O.","GBIF","772","IEB","IEB","IEB","IEB","R. López","","","UNK","",
"66616994","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","(Eddy)","Walnut road, Carlsbad Caverns.","","","","","1952-06-14","","J. Henrickson","GBIF","1413","UNM","UNM","UNM","Herb","E.F. Castetter and H.J. Dittmer","","","","",
"58680357","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Pima County","Ft. Lowell","","","","","1903-09-28","","","GBIF","397","ASU","ASU","ASU","ASUPlants","J. J. Thornber","","","","",
"58483787","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","California","","White Water Desert","","1","","","1880-01-01","","J. Henrickson,","MO","281","MO","MO","MO","","William G. Wright","s.n.","0","P","0",
"58353930","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Coconino County","Oak Creek Canyon","","","","","1948-07-23","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Patrick D. Dalton","","","","",
"58291888","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Gila","Mt. Ord.  Approx. 0.3 mi west of Highway 188 in Slate Creek bed, parallel to old FS Road 26.","","","","","2006-09-09","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Theresa Price","","","","",
"58262851","specimen","Bignoniaceae","Chilopsis linearis","32.739771462915698","-108.379415635385996","","United States","New Mexico","Grant","Dog Spring","","1","","","1892-05-27","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Edgar A. Mearns","107","0","P","0",
"58133867","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","New Mexico","","Highway 90 from Caballo to Fordsburg.","","1","","","1977-06-18","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","John D. Dwyer","14035","0","P","0",
"58101659","specimen","Bignoniaceae","Chilopsis linearis","34.9123999999999981","-111.727000000000004","","United States","Arizona","Coconino","Oak Creek Canyon","","1","1","","1948-07-23","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Patrick D. Dalton","","","P","0",
"58091292","specimen","Bignoniaceae","Chilopsis linearis","34.8430559823271011","-116.177553359114995","4500","United States","California","San Bernardino","E Mojave Desert, New York Mts.: On rocky slope and bottom of desert wash; c 1 mile N of Barnwell;","","1","","","1973-06-21","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Robert F. Thorne & C.W. Tilforth","44176","0","P","0",
"58008692","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Mohave County","Base of north slope of Hualapai Mountains; bajada","","","","","1977-06-25","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Elinor Lehto","","","","",
"36687021","specimen","Bignoniaceae","Chilopsis linearis","","","","United States of America","Arizona","Mohave Co.","Headwaters of creek flowing into Colorado River, Bridge Canyon Dam site, Lake Mead National Rec. Area.","","","","","1967-06-27","","J. Henrickson","NY","104","NY","NY","NY","Herbarium","J. R. Crutchfield","3193","","","",
"36587649","specimen","Bignoniaceae","Chilopsis linearis","","","1371.5","United States of America","Nevada","Lincoln Co.","Mormon Mountains","","","","","1906-07-01","","J. Henrickson","NY","104","NY","NY","NY","Herbarium","P. B. Kennedy","138","","","",
"31291848","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","CA","Riverside County","Riverside; Palm Springs","","","","","","","","GBIF","1021","UCJEPS","UCJEPS","UCJEPS","UC","Unspecified","","","","",
